moa1#1_1,moa1#1_2,moa1#1_3,moa1#1_4,moa1#1_5,moa1#1_6,moa1#1_7,moa1#1_8,moa1#1_9,moa1#1_10,moa1#2_1,moa1#2_2,moa1#2_3,moa1#2_4,moa1#2_5,moa1#2_6,moa1#2_7,moa1#2_8,moa1#2_9,moa1#2_10,moa2#1_1,moa2#1_2,moa2#1_3,moa2#1_4,moa2#1_5,moa2#1_6,moa2#1_7,moa2#1_8,moa2#1_9,moa2#1_10,moa2#2_1,moa2#2_2,moa2#2_3,moa2#2_4,moa2#2_5,moa2#2_6,moa2#2_7,moa2#2_8,moa2#2_9,moa2#2_10,moa_adult,moa_imp_biascheck,moa_ach_biascheck,idea_1,idea_2,idea_3,idea_4,idea_5,idea_6,idea_7,idea_8,idea-biascheck,swb_1,swb_2,swb_3,swb_4,swb_5,swb_6,mindful_1,mindful_2,mindful_3,mindful_4,mindful_5,mindful_6,mindful_7,mindful_8,mindful_9,mindful_10,mindful_11,mindful_12,mindful_13,mindful_14,mindful_15,mindful_biascheck,belong_1,belong_2,belong_3,belong_4,belong_5,belong_6,belong_7,belong_8,belong_9,belong_10,belong_now,belong_biascheck,efficacy_1,efficacy_2,efficacy_3,efficacy_4,efficacy_5,efficacy_6,efficacy_7,efficacy_8,efficacy_9,efficacy_10,efficacy_biascheck,support_1,support_2,support_3,support_4,support_5,support_6,support_7,support_8,support_9,support_10,support_11,support_12,support_biascheck,transgres_freq,transgres_common,transgres_1,transgres_2,transgres_3,transgres_4,exploit_1,exploit_2,exploit_3,stress_1,stress_2,stress_3,stress_4,stress_5,stress_6,stress_7,stress_8,stress_9,stress_10,stress_biascheck,marriage1_1,marriage1_2,marriage1_3,marriage1_4,marriage2,marriage4,response_bias_sum
4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,67,51,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,23,5.0,3.0,5.0,4.0,3.0,4.0,4.0,6.0,5.0,2.0,2.0,6.0,6.0,6.0,4.0,6.0,2.0,6.0,4.0,5.0,4.0,68,5.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,37,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,33,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,84,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,1.0,32,25.0,50.0,30.0,20.0,2.0,3.0,1
4.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,56,52,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.0,26,5.0,5.0,4.0,6.0,2.0,7.0,4.0,6.0,6.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,55,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,35,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,32,3.0,3.0,5.0,5.0,3.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,60,4.0,1.0,1.0,2.0,2.0,2.0,7.0,7.0,7.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,29,10.0,30.0,30.0,30.0,2.0,2.0,0
4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,73,47,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,25,7.0,5.0,6.0,4.0,4.0,2.0,3.0,6.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,49,3.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,35,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,33,7.0,7.0,6.0,4.0,7.0,2.0,2.0,4.0,2.0,7.0,5.0,4.0,57,3.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,36,10.0,25.0,65.0,0.0,4.0,2.0,0
4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,74,48,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,30,1.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,6.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,77,5.0,3.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,31,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,37,4.0,3.0,7.0,7.0,7.0,4.0,7.0,6.0,4.0,7.0,7.0,7.0,70,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,36,90.0,95.0,100.0,100.0,3.0,1.0,0
4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,71,46,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,1.0,3.0,2.0,3.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,6.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,6.0,48,3.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,42,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,32,7.0,5.0,7.0,7.0,3.0,7.0,7.0,7.0,5.0,2.0,7.0,7.0,71,5.0,5.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,5.0,34,25.0,25.0,25.0,25.0,5.0,5.0,1
4.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,65,48,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,28,2.0,6.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,2.0,6.0,5.0,2.0,3.0,6.0,3.0,6.0,1.0,58,5.0,1.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,32,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,37,7.0,7.0,3.0,3.0,7.0,4.0,3.0,2.0,5.0,7.0,5.0,3.0,56,3.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,31,30.0,30.0,20.0,20.0,4.0,4.0,1
4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,70,46,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,29,3.0,3.0,4.0,5.0,2.0,1.0,3.0,6.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,49,2.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,41,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,33,7.0,7.0,6.0,4.0,7.0,1.0,1.0,4.0,2.0,7.0,4.0,2.0,52,3.0,2.0,3.0,6.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,36,25.0,25.0,50.0,0.0,4.0,2.0,0
4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,76,48,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,25,3.0,4.0,4.0,5.0,2.0,4.0,3.0,6.0,2.0,3.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,59,5.0,3.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,5.0,39,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,39,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,78,3.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,34,10.0,50.0,30.0,10.0,3.0,2.0,0
4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,78,52,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,27,5.0,4.0,5.0,6.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,5.0,5.0,6.0,57,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,36,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,33,7.0,7.0,4.0,4.0,7.0,6.0,6.0,4.0,6.0,7.0,4.0,6.0,68,7.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,34,30.0,50.0,15.0,5.0,5.0,4.0,0
4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,77,50,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,26,5.0,5.0,5.0,6.0,4.0,7.0,3.0,6.0,4.0,3.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,44,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,39,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,37,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,72,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,1.0,29,25.0,40.0,25.0,10.0,5.0,1.0,1
4.0,4.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,72,48,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,23,5.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,3.0,6.0,6.0,6.0,6.0,83,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,36,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,39,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,80,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,1.0,4.0,5.0,3.0,1.0,34,100.0,50.0,100.0,100.0,3.0,3.0,0
4.0,3.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,67,37,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,32,5.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,6.0,3.0,3.0,2.0,50,2.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,38,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,35,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,70,7.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,5.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,34,30.0,25.0,25.0,20.0,4.0,2.0,1
4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,69,49,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,16,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,62,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,33,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,39,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,48,2.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,32,30.0,30.0,20.0,20.0,3.0,1.0,2
4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,69,50,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,23,7.0,6.0,7.0,7.0,7.0,6.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,51,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,42,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,35,7.0,7.0,7.0,7.0,6.0,5.0,4.0,7.0,3.0,6.0,7.0,3.0,69,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,30,35.0,35.0,20.0,10.0,5.0,1.0,0
3.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,45,39,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,31,1.0,1.0,3.0,5.0,1.0,5.0,2.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,2.0,5.0,5.0,6.0,4.0,5.0,5.0,69,4.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,37,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,28,5.0,6.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,6.0,44,5.0,7.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,39,20.0,35.0,30.0,15.0,3.0,2.0,0
3.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,58,48,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,26,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,6.0,49,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,44,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,39,6.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,72,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,35,25.0,25.0,25.0,25.0,5.0,5.0,0
3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,61,38,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,22,3.0,2.0,6.0,6.0,3.0,4.0,4.0,6.0,5.0,4.0,6.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,59,1.0,5.0,1.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,40,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,25,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,81,5.0,5.0,4.0,2.0,4.0,1.0,5.0,5.0,1.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,31,1.0,3.0,5.0,10.0,5.0,3.0,0
3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,77,53,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,27,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,55,4.0,2.0,4.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0,5.0,37,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,35,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,5.0,79,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,24,40.0,40.0,10.0,10.0,4.0,2.0,0
4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,69,51,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,26,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,89,5.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,33,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,40,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,84,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,26,100.0,100.0,40.0,60.0,3.0,5.0,2
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,79,48,1.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,25,2.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,4.0,4.0,46,3.0,4.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,32,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,35,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,37,4.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,35,20.0,50.0,15.0,15.0,3.0,2.0,0
4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,65,43,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,26,5.0,6.0,7.0,3.0,3.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,67,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,40,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,80,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,27,25.0,25.0,25.0,25.0,4.0,5.0,1
4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,74,39,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,30,6.0,6.0,6.0,6.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,2.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,76,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,30,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,33,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,72,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,28,10.0,0.0,45.0,45.0,3.0,4.0,0
4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,73,57,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,25,3.0,7.0,6.0,7.0,2.0,5.0,4.0,5.0,5.0,6.0,5.0,1.0,3.0,5.0,5.0,3.0,4.0,6.0,2.0,6.0,6.0,66,3.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,33,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,28,4.0,5.0,4.0,6.0,4.0,2.0,2.0,6.0,1.0,5.0,5.0,1.0,45,2.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,30,30.0,30.0,30.0,10.0,3.0,3.0,0
3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,74,37,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,23,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,59,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,30,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,34,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,74,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,29,30.0,25.0,20.0,25.0,4.0,5.0,0
